runtime,config,dataset,similar dataset,cvi,algorithms,iteration,wallclock time,CVI score,Best CVI score,ARI,Best ARI
0.7615325450897217,"{'algorithm': 'GMM', 'n_clusters': 53}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,1,0.7615325450897217,-2896.2185728606505,-2896.2185728606505,-0.9845005193239172,-0.9845005193239172
0.14906001091003418,"{'algorithm': 'KMeans', 'n_clusters': 57}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,2,0.9105925559997559,-2726.79468531902,-2896.2185728606505,-0.9676591162384023,-0.9845005193239172
0.9361579418182373,"{'algorithm': 'ward', 'n_clusters': 62}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,3,1.8467504978179932,-2538.418680302945,-2896.2185728606505,-0.9441059641582041,-0.9845005193239172
2.3273279666900635,"{'algorithm': 'GMM', 'n_clusters': 67}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,4,4.174078464508057,-2362.36868178656,-2896.2185728606505,-0.9133026752857688,-0.9845005193239172
0.31880831718444824,"{'algorithm': 'birch', 'n_clusters': 41}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,5,4.492886781692505,-1174.4366298434832,-2896.2185728606505,-0.8001479201231335,-0.9845005193239172
2.3483335971832275,"{'algorithm': 'GMM', 'n_clusters': 87}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,6,6.841220378875732,-1896.8512648617955,-2896.2185728606505,-0.8294106414416034,-0.9845005193239172
0.9439642429351807,"{'algorithm': 'ward', 'n_clusters': 99}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,7,7.785184621810913,-1721.741261239385,-2896.2185728606505,-0.8352753211549815,-0.9845005193239172
0.22379279136657715,"{'algorithm': 'MBKMeans', 'n_clusters': 25}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,8,8.00897741317749,-675.5441294848004,-2896.2185728606505,-0.5377190327632286,-0.9845005193239172
0.24209213256835938,"{'algorithm': 'MBKMeans', 'n_clusters': 23}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,9,8.25106954574585,-681.9539861468173,-2896.2185728606505,-0.5076194956731219,-0.9845005193239172
0.3441493511199951,"{'algorithm': 'GMM', 'n_clusters': 15}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,10,8.595218896865845,-572.589178237782,-2896.2185728606505,-0.3712740535781663,-0.9845005193239172
0.04580354690551758,"{'algorithm': 'KMeans', 'n_clusters': 2}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,11,8.641022443771362,-790.2098918928095,-2896.2185728606505,-0.03392950981075162,-0.9845005193239172
0.14525532722473145,"{'algorithm': 'dbscan', 'eps': 0.5876788025067372, 'min_samples': 64}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,12,8.786277770996094,-143.97509266555224,-2896.2185728606505,-0.06862923251332312,-0.9845005193239172
0.09849810600280762,"{'algorithm': 'dbscan', 'eps': 0.25207515490341537, 'min_samples': 134}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,13,8.884775876998901,2147483647.0,-2896.2185728606505,-0.0,-0.9845005193239172
0.45037841796875,"{'algorithm': 'GMM', 'n_clusters': 46}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,14,9.335154294967651,-2193.0534436749845,-2896.2185728606505,-0.9236076621560702,-0.9845005193239172
0.10125970840454102,"{'algorithm': 'dbscan', 'eps': 0.26, 'min_samples': 138}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,15,9.436414003372192,2147483647.0,-2896.2185728606505,-0.0,-0.9845005193239172
0.22005796432495117,"{'algorithm': 'MBKMeans', 'n_clusters': 53}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,16,9.656471967697144,-2895.409391720697,-2896.2185728606505,-0.9852875041847591,-0.9845005193239172
0.7469186782836914,"{'algorithm': 'GMM', 'n_clusters': 52}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,17,10.403390645980835,-2941.2064117512355,-2941.2064117512355,-0.9903398319522546,-0.9903398319522546
0.21889352798461914,"{'algorithm': 'GMM', 'n_clusters': 2}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,18,10.622284173965454,-786.7917742567572,-2941.2064117512355,-0.03912926423948416,-0.9903398319522546
0.24019241333007812,"{'algorithm': 'MBKMeans', 'n_clusters': 52}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,19,10.862476587295532,-2938.23504277229,-2941.2064117512355,-0.9897201324892532,-0.9903398319522546
0.24658799171447754,"{'algorithm': 'GMM', 'n_clusters': 5}",type=varied-k=50-n=5000-d=10-noise=0,type=gaussian-k=50-n=5000-d=10-noise=0,CH,GMM+KMeans+ward+birch+MBKMeans+dbscan,20,11.10906457901001,-599.5862952862063,-2941.2064117512355,-0.1425859147239717,-0.9903398319522546
